split,trial_id,skipped,mask_file,image_size,chosen_max_dim_px,rotation_deg,dx,dy,obj_munsell,resample_attempts_total,resample_attempts_tint,resample_attempts_object,initial_path,candT_path,candF_path,tint_lab,bg_lab_pre,obj_lab_pre,obj_lab_post_init,bg_lab_post_init,obj_rgb_pre,bg_rgb_pre,tint_rgb,obj_rgb_post_init,bg_rgb_post_init,candT_obj_rgb,candF_obj_rgb,cand_bg_rgb,initial_obj_pre_wavelength_nm,initial_obj_post_wavelength_nm,candT_obj_pre_wavelength_nm,candF_obj_pre_wavelength_nm,background_wavelength_nm
val,8,0,apple1.png,512x512,405,41.6400953433,3,4,10YR 2/4,1,1,1,val/trial_000008/initial.png,val/trial_000008/candT.png,val/trial_000008/candF.png,"[60.0, -10.08677, -16.19799]","[60.0, 0.0, 0.0]","[20.23558, 8.87608, 22.7993]","[18.37331, -3.36963, 17.01677]","[60.00098, -10.08718, -16.19703]","[69, 43, 15]","[145, 145, 145]","[104, 151, 173]","[48, 46, 20]","[104, 151, 173]","[69, 43, 15]","[48, 46, 20]","[145, 145, 145]",,,,,
val,9,0,apple2.png,512x512,392,43.1307967418,-1,10,5GY 2/2,1,1,1,val/trial_000009/initial.png,val/trial_000009/candT.png,val/trial_000009/candF.png,"[60.0, -10.70359, -12.66283]","[60.0, 0.0, 0.0]","[20.23558, -3.72563, 6.3971]","[20.2574, -9.60373, 1.28413]","[60.001, -10.70413, -12.66188]","[47, 50, 39]","[145, 145, 145]","[108, 151, 166]","[33, 53, 47]","[108, 151, 166]","[47, 50, 39]","[33, 53, 47]","[145, 145, 145]",,,,,
val,10,0,apple2.png,512x512,410,-50.6090381118,-3,7,10PB 3/8,1,1,1,val/trial_000010/initial.png,val/trial_000010/candT.png,val/trial_000010/candF.png,"[60.0, -2.90486, 18.26156]","[60.0, 0.0, 0.0]","[30.37867, 24.05512, -35.30984]","[29.30992, 17.31044, -18.89709]","[60.00114, -2.90674, 18.26239]","[77, 60, 127]","[145, 145, 145]","[152, 145, 112]","[81, 61, 98]","[152, 145, 112]","[77, 60, 127]","[81, 61, 98]","[145, 145, 145]",,,,,
val,11,0,apple3.png,512x512,366,55.2972740347,-1,-4,10R 5/10,1,1,1,val/trial_000011/initial.png,val/trial_000011/candT.png,val/trial_000011/candF.png,"[60.0, -11.5791, -8.79267]","[60.0, 0.0, 0.0]","[51.00375, 40.46428, 36.67455]","[45.70694, 20.73793, 24.7517]","[60.00101, -11.57977, -8.79173]","[196, 90, 61]","[145, 145, 145]","[111, 151, 160]","[152, 94, 68]","[111, 151, 160]","[196, 90, 61]","[152, 94, 68]","[145, 145, 145]",,,,,
val,12,0,apple2.png,512x512,451,-48.3436929913,11,6,7.5RP 8/4,1,2,1,val/trial_000012/initial.png,val/trial_000012/candT.png,val/trial_000012/candF.png,"[60.0, -0.26376, -11.78344]","[60.0, 0.0, 0.0]","[80.52685, 18.99626, -2.92414]","[80.06181, 17.337, -19.10309]","[60.00104, -0.26474, -11.78241]","[233, 188, 206]","[145, 145, 145]","[133, 146, 165]","[215, 189, 234]","[133, 146, 165]","[233, 188, 206]","[215, 189, 234]","[145, 145, 145]",,,,,
val,13,0,apple2.png,512x512,434,-56.3294905125,4,5,5PB 5/10,2,1,2,val/trial_000013/initial.png,val/trial_000013/candT.png,val/trial_000013/candF.png,"[60.0, 14.67488, -6.87555]","[60.0, 0.0, 0.0]","[51.00375, 6.79265, -44.23859]","[50.50059, 18.90503, -54.41937]","[60.00111, 14.67316, -6.8744]","[71, 122, 197]","[145, 145, 145]","[165, 136, 157]","[82, 115, 214]","[165, 136, 157]","[71, 122, 197]","[82, 115, 214]","[145, 145, 145]",,,,,
val,14,0,apple1.png,512x512,458,-9.03312166817,-4,1,7.5RP 3/2,2,1,2,val/trial_000014/initial.png,val/trial_000014/candT.png,val/trial_000014/candF.png,"[60.0, 1.66194, 5.38779]","[60.0, 0.0, 0.0]","[30.37867, 13.08756, -2.22697]","[30.62135, 14.52603, 1.60462]","[60.00111, 1.66027, 5.38878]","[90, 64, 75]","[145, 145, 145]","[152, 143, 135]","[95, 64, 70]","[152, 143, 135]","[90, 64, 75]","[95, 64, 70]","[145, 145, 145]",,,,,
val,15,0,apple3.png,512x512,449,2.7667017832,1,-3,7.5Y 8/4,1,1,1,val/trial_000015/initial.png,val/trial_000015/candT.png,val/trial_000015/candF.png,"[60.0, 14.24662, -6.79416]","[60.0, 0.0, 0.0]","[80.52685, -1.81097, 26.16653]","[80.73676, 16.63276, 20.11998]","[60.00111, 14.24491, -6.79301]","[215, 199, 151]","[145, 145, 145]","[165, 136, 157]","[244, 188, 164]","[165, 136, 157]","[215, 199, 151]","[244, 188, 164]","[145, 145, 145]",,,,,
val,16,0,apple3.png,512x512,424,32.7419894066,9,-8,7.5YR 6/6,1,1,1,val/trial_000016/initial.png,val/trial_000016/candT.png,val/trial_000016/candF.png,"[60.0, -16.73649, -8.087]","[60.0, 0.0, 0.0]","[61.0465, 15.98635, 31.35736]","[57.90684, -12.08412, 21.13751]","[60.001, -16.73699, -8.0861]","[190, 136, 93]","[145, 145, 145]","[99, 154, 158]","[132, 144, 102]","[99, 154, 158]","[190, 136, 93]","[132, 144, 102]","[145, 145, 145]",,,,,
val,17,0,apple2.png,512x512,405,-40.4972228394,6,2,10YR 7/4,1,1,1,val/trial_000017/initial.png,val/trial_000017/candT.png,val/trial_000017/candF.png,"[60.0, 1.73611, 16.93575]","[60.0, 0.0, 0.0]","[70.86085, 8.39869, 22.1973]","[71.86023, 14.7488, 38.55457]","[60.00115, 1.7341, 16.93663]","[203, 167, 134]","[145, 145, 145]","[159, 143, 115]","[223, 165, 106]","[159, 143, 115]","[203, 167, 134]","[223, 165, 106]","[145, 145, 145]",,,,,
val,18,0,apple3.png,512x512,448,-22.5374902629,-1,-8,2.5BG 5/2,1,1,1,val/trial_000018/initial.png,val/trial_000018/candT.png,val/trial_000018/candF.png,"[60.0, -15.70431, -15.54873]","[60.0, 0.0, 0.0]","[51.00375, -7.24208, -3.04183]","[52.03755, -16.91394, -15.53715]","[60.00097, -15.70452, -15.54782]","[105, 125, 126]","[145, 145, 145]","[90, 154, 171]","[64, 133, 150]","[90, 154, 171]","[105, 125, 126]","[64, 133, 150]","[145, 145, 145]",,,,,
val,19,0,apple2.png,512x512,368,-29.2763951946,-9,-9,7.5YR 7/10,3,2,3,val/trial_000019/initial.png,val/trial_000019/candT.png,val/trial_000019/candF.png,"[60.0, -18.03662, -2.35364]","[60.0, 0.0, 0.0]","[70.86085, 22.60568, 55.00627]","[66.7998, -10.15622, 47.78266]","[60.00102, -18.03729, -2.35276]","[236, 156, 71]","[145, 145, 145]","[104, 154, 148]","[172, 166, 73]","[104, 154, 148]","[236, 156, 71]","[172, 166, 73]","[145, 145, 145]",,,,,
val,20,0,apple1.png,512x512,364,-30.5595268303,-6,-1,5R 9/2,1,6,1,val/trial_000020/initial.png,val/trial_000020/candT.png,val/trial_000020/candF.png,"[60.0, -12.86803, 8.40454]","[60.0, 0.0, 0.0]","[90.18132, 10.33539, -1.74248]","[89.63427, -8.46093, 9.38653]","[60.00108, -12.86928, 8.40539]","[246, 220, 231]","[145, 145, 145]","[127, 151, 129]","[216, 230, 207]","[127, 151, 129]","[246, 220, 231]","[216, 230, 207]","[145, 145, 145]",,,,,
val,21,0,apple3.png,512x512,379,-48.504899358,-9,-12,2.5RP 8/2,2,2,2,val/trial_000021/initial.png,val/trial_000021/candT.png,val/trial_000021/candF.png,"[60.0, 12.66874, -6.29841]","[60.0, 0.0, 0.0]","[80.52685, 9.55023, -5.86907]","[81.03536, 26.03128, -13.52775]","[60.00111, 12.66707, -6.29728]","[213, 194, 211]","[145, 145, 145]","[162, 137, 156]","[239, 185, 227]","[162, 137, 156]","[213, 194, 211]","[239, 185, 227]","[145, 145, 145]",,,,,
val,22,0,apple2.png,512x512,434,-19.767079496,6,-11,7.5PB 6/2,1,1,1,val/trial_000022/initial.png,val/trial_000022/candT.png,val/trial_000022/candF.png,"[60.0, -15.07875, 17.98743]","[60.0, 0.0, 0.0]","[61.0465, 5.36865, -10.82756]","[60.73363, -11.1895, 9.27897]","[60.0011, -15.0802, 17.98816]","[148, 145, 166]","[145, 145, 145]","[130, 151, 112]","[133, 152, 130]","[130, 151, 112]","[148, 145, 166]","[133, 152, 130]","[145, 145, 145]",,,,,
val,23,0,apple1.png,512x512,415,56.9870283913,-3,-7,5RP 2/6,2,1,2,val/trial_000023/initial.png,val/trial_000023/candT.png,val/trial_000023/candF.png,"[60.0, 8.75727, -0.94271]","[60.0, 0.0, 0.0]","[20.23558, 27.97025, -9.18828]","[21.61579, 31.94057, -7.58437]","[60.00112, 8.75555, -0.94163]","[81, 30, 63]","[145, 145, 145]","[160, 139, 146]","[90, 29, 64]","[160, 140, 146]","[81, 30, 63]","[90, 29, 64]","[145, 145, 145]",,,,,
val,24,0,apple3.png,512x512,434,-38.6082073328,-1,-11,7.5PB 9/2,1,1,1,val/trial_000024/initial.png,val/trial_000024/candT.png,val/trial_000024/candF.png,"[60.0, -15.68868, 3.05817]","[60.0, 0.0, 0.0]","[90.18132, 5.92934, -10.56336]","[89.98559, -15.91935, -6.15517]","[60.00105, -15.68965, 3.05903]","[229, 224, 247]","[145, 145, 145]","[116, 152, 139]","[184, 236, 237]","[116, 152, 139]","[229, 224, 247]","[184, 236, 237]","[145, 145, 145]",,,,,
val,25,0,apple2.png,512x512,371,53.9966152971,-7,-1,10PB 5/4,3,1,3,val/trial_000025/initial.png,val/trial_000025/candT.png,val/trial_000025/candF.png,"[60.0, -18.94225, -13.6672]","[60.0, 0.0, 0.0]","[51.00375, 10.7817, -18.4833]","[51.02218, -2.03828, -33.02506]","[60.00097, -18.94242, -13.66631]","[124, 117, 153]","[145, 145, 145]","[83, 155, 168]","[71, 125, 178]","[83, 155, 168]","[124, 117, 153]","[71, 125, 178]","[145, 145, 145]",,,,,
val,26,0,apple3.png,512x512,457,-12.98502267,-8,-6,7.5P 3/6,1,1,1,val/trial_000026/initial.png,val/trial_000026/candT.png,val/trial_000026/candF.png,"[60.0, 19.04039, -16.40992]","[60.0, 0.0, 0.0]","[30.37867, 26.70509, -20.26275]","[32.52069, 38.45654, -30.39259]","[60.00109, 19.03889, -16.40873]","[97, 56, 103]","[145, 145, 145]","[165, 134, 174]","[112, 52, 125]","[165, 134, 174]","[97, 56, 103]","[112, 52, 125]","[145, 145, 145]",,,,,
val,27,0,apple2.png,512x512,393,53.7031621744,3,-6,5YR 2/4,3,1,3,val/trial_000027/initial.png,val/trial_000027/candT.png,val/trial_000027/candF.png,"[60.0, 4.81873, -0.36312]","[60.0, 0.0, 0.0]","[20.23558, 14.95275, 16.82655]","[20.77965, 17.80701, 17.54337]","[60.0011, 4.81714, -0.36208]","[75, 40, 25]","[145, 145, 145]","[153, 142, 145]","[80, 39, 25]","[153, 142, 145]","[75, 40, 25]","[80, 39, 25]","[145, 145, 145]",,,,,
val,28,0,apple2.png,512x512,418,-15.3642252926,4,-6,2.5YR 8/6,1,2,1,val/trial_000028/initial.png,val/trial_000028/candT.png,val/trial_000028/candF.png,"[60.0, -19.15368, -0.4098]","[60.0, 0.0, 0.0]","[80.52685, 22.93225, 22.6042]","[77.22255, -9.8832, 16.97466]","[60.00102, -19.15438, -0.40894]","[255, 183, 159]","[145, 145, 145]","[103, 154, 145]","[185, 195, 159]","[103, 154, 145]","[255, 183, 159]","[185, 195, 159]","[145, 145, 145]",,,,,
val,29,0,apple2.png,512x512,452,21.1786809142,-8,0,10RP 3/8,1,1,1,val/trial_000029/initial.png,val/trial_000029/candT.png,val/trial_000029/candF.png,"[60.0, 18.30494, -0.90235]","[60.0, 0.0, 0.0]","[30.37867, 40.87026, 2.56463]","[35.22662, 50.93984, 9.43224]","[60.00115, 18.30288, -0.90118]","[128, 38, 69]","[145, 145, 145]","[176, 133, 147]","[155, 35, 70]","[176, 133, 147]","[128, 38, 69]","[155, 35, 70]","[145, 145, 145]",,,,,
val,30,0,apple1.png,512x512,436,42.8411861274,-2,2,7.5R 2/8,3,1,3,val/trial_000030/initial.png,val/trial_000030/candT.png,val/trial_000030/candF.png,"[60.0, 14.64977, 2.38883]","[60.0, 0.0, 0.0]","[20.23558, 36.86624, 13.99918]","[24.32497, 43.18118, 20.70455]","[60.00115, 14.64773, 2.38995]","[98, 15, 30]","[145, 145, 145]","[172, 136, 141]","[117, 13, 29]","[172, 136, 141]","[98, 15, 30]","[117, 13, 29]","[145, 145, 145]",,,,,
val,31,0,apple2.png,512x512,434,27.0050849989,-3,-13,2.5B 2/2,1,1,1,val/trial_000031/initial.png,val/trial_000031/candT.png,val/trial_000031/candF.png,"[60.0, 8.77344, 3.05944]","[60.0, 0.0, 0.0]","[20.23558, -4.13948, -7.41219]","[19.79936, -1.39319, -6.43882]","[60.00113, 8.77159, 3.0605]","[35, 51, 59]","[145, 145, 145]","[162, 139, 140]","[40, 49, 57]","[162, 139, 140]","[35, 51, 59]","[40, 49, 57]","[145, 145, 145]",,,,,
val,32,0,apple1.png,512x512,418,46.501109022,14,-1,5R 7/8,1,2,1,val/trial_000032/initial.png,val/trial_000032/candT.png,val/trial_000032/candF.png,"[60.0, 10.26402, -15.00546]","[60.0, 0.0, 0.0]","[70.86085, 35.69876, 13.39586]","[71.66346, 44.90258, -0.57566]","[60.00106, 10.26278, -15.00435]","[241, 147, 151]","[145, 145, 145]","[150, 140, 171]","[251, 143, 178]","[150, 140, 171]","[241, 147, 151]","[251, 143, 178]","[145, 145, 145]",,,,,
val,33,0,apple2.png,512x512,373,45.8678742586,-5,11,10P 3/6,1,1,1,val/trial_000033/initial.png,val/trial_000033/candT.png,val/trial_000033/candF.png,"[60.0, -1.4525, 14.90457]","[60.0, 0.0, 0.0]","[30.37867, 28.31907, -17.08331]","[30.46068, 27.09011, -4.89053]","[60.00114, -1.45434, 14.90545]","[102, 54, 99]","[145, 145, 145]","[152, 144, 118]","[108, 54, 80]","[152, 144, 118]","[102, 54, 99]","[108, 54, 80]","[145, 145, 145]",,,,,
val,34,0,apple1.png,512x512,393,-18.6964608217,3,8,10P 8/8,1,2,1,val/trial_000034/initial.png,val/trial_000034/candT.png,val/trial_000034/candF.png,"[60.0, -19.42604, -6.17122]","[60.0, 0.0, 0.0]","[80.52685, 34.08471, -18.74282]","[77.22614, 5.65487, -33.02568]","[60.001, -19.42651, -6.17034]","[247, 178, 235]","[145, 145, 145]","[95, 155, 155]","[165, 190, 252]","[95, 155, 155]","[247, 178, 235]","[165, 190, 252]","[145, 145, 145]",,,,,
val,35,0,apple3.png,512x512,399,29.9415990069,0,15,2.5BG 7/8,2,1,2,val/trial_000035/initial.png,val/trial_000035/candT.png,val/trial_000035/candF.png,"[60.0, 17.32661, -9.02865]","[60.0, 0.0, 0.0]","[70.86085, -37.05375, -2.97944]","[67.96092, -23.157, -18.0588]","[60.00111, 17.32487, -9.02747]","[69, 192, 178]","[145, 145, 145]","[168, 135, 161]","[81, 179, 197]","[168, 135, 161]","[69, 192, 178]","[81, 179, 197]","[145, 145, 145]",,,,,
val,36,0,apple2.png,512x512,400,-31.2768359345,2,-9,5GY 9/6,1,1,1,val/trial_000036/initial.png,val/trial_000036/candT.png,val/trial_000036/candF.png,"[60.0, 1.07479, 13.81522]","[60.0, 0.0, 0.0]","[90.18132, -15.9085, 38.33559]","[90.58366, -10.72421, 51.48667]","[60.00114, 1.07288, 13.81613]","[223, 234, 153]","[145, 145, 145]","[156, 143, 120]","[241, 231, 127]","[156, 143, 120]","[223, 234, 153]","[241, 231, 127]","[145, 145, 145]",,,,,
val,37,0,apple2.png,512x512,396,2.06732628419,-10,-6,7.5RP 8/2,2,1,2,val/trial_000037/initial.png,val/trial_000037/candT.png,val/trial_000037/candF.png,"[60.0, 4.39762, 3.78293]","[60.0, 0.0, 0.0]","[80.52685, 9.96659, -3.94565]","[80.78915, 15.88694, 1.43876]","[60.00112, 4.3959, 3.78395]","[216, 194, 207]","[145, 145, 145]","[155, 142, 138]","[231, 190, 198]","[155, 142, 138]","[216, 194, 207]","[231, 190, 198]","[145, 145, 145]",,,,,
val,38,0,apple3.png,512x512,395,5.05036520982,-8,0,5Y 6/4,2,1,2,val/trial_000038/initial.png,val/trial_000038/candT.png,val/trial_000038/candF.png,"[60.0, 2.78004, 16.0573]","[60.0, 0.0, 0.0]","[61.0465, 1.02596, 25.83867]","[61.84076, 7.93021, 38.16613]","[60.00115, 2.77801, 16.0582]","[165, 145, 102]","[145, 145, 145]","[160, 142, 117]","[183, 143, 81]","[160, 142, 117]","[165, 145, 102]","[183, 143, 81]","[145, 145, 145]",,,,,
val,39,0,apple2.png,512x512,435,22.7453492854,3,-4,5YR 2/2,1,1,1,val/trial_000039/initial.png,val/trial_000039/candT.png,val/trial_000039/candF.png,"[60.0, 15.53139, 11.32195]","[60.0, 0.0, 0.0]","[20.23558, 8.59825, 7.04438]","[21.54787, 18.0972, 13.56887]","[60.00119, 15.52905, 11.32302]","[64, 44, 39]","[145, 145, 145]","[178, 134, 125]","[81, 40, 33]","[178, 134, 125]","[64, 44, 39]","[81, 40, 33]","[145, 145, 145]",,,,,
val,40,0,apple1.png,512x512,363,52.4583585003,-2,3,7.5PB 7/2,1,1,1,val/trial_000040/initial.png,val/trial_000040/candT.png,val/trial_000040/candF.png,"[60.0, 18.75823, -10.51184]","[60.0, 0.0, 0.0]","[70.86085, 5.50582, -10.59738]","[71.16855, 27.21323, -23.40627]","[60.00111, 18.7565, -10.51065]","[174, 171, 193]","[145, 145, 145]","[169, 134, 163]","[204, 158, 217]","[169, 134, 163]","[174, 171, 193]","[204, 158, 217]","[145, 145, 145]",,,,,
val,41,0,apple3.png,512x512,427,-56.4490663067,6,-4,5B 6/4,1,1,1,val/trial_000041/initial.png,val/trial_000041/candT.png,val/trial_000041/candF.png,"[60.0, 7.1094, -13.44843]","[60.0, 0.0, 0.0]","[61.0465, -8.68648, -15.80505]","[61.25852, 1.18185, -31.29825]","[60.00106, 7.10821, -13.44735]","[111, 153, 175]","[145, 145, 145]","[146, 141, 168]","[112, 150, 203]","[146, 141, 168]","[111, 153, 175]","[112, 150, 203]","[145, 145, 145]",,,,,
val,42,0,apple3.png,512x512,441,-20.3071834257,-9,5,7.5YR 6/8,2,1,2,val/trial_000042/initial.png,val/trial_000042/candT.png,val/trial_000042/candF.png,"[60.0, 11.60502, 18.06882]","[60.0, 0.0, 0.0]","[61.0465, 19.81148, 43.64013]","[64.72452, 39.96781, 56.93752]","[60.00119, 11.60265, 18.06979]","[200, 132, 70]","[145, 145, 145]","[175, 137, 113]","[241, 125, 53]","[175, 137, 113]","[200, 132, 70]","[241, 125, 53]","[145, 145, 145]",,,,,
val,43,0,apple2.png,512x512,411,57.821726016,-9,6,2.5RP 3/4,1,1,1,val/trial_000043/initial.png,val/trial_000043/candT.png,val/trial_000043/candF.png,"[60.0, 18.94413, 0.00538]","[60.0, 0.0, 0.0]","[30.37867, 21.75399, -9.30581]","[32.55916, 33.44748, -5.94625]","[60.00116, 18.94203, 0.00655]","[98, 59, 86]","[145, 145, 145]","[177, 133, 145]","[121, 54, 87]","[177, 133, 145]","[98, 59, 86]","[121, 54, 87]","[145, 145, 145]",,,,,
val,44,0,apple2.png,512x512,444,37.717077079,4,-7,5YR 7/8,1,1,1,val/trial_000044/initial.png,val/trial_000044/candT.png,val/trial_000044/candF.png,"[60.0, -18.55796, 13.76463]","[60.0, 0.0, 0.0]","[70.86085, 24.0643, 37.63533]","[68.67718, 1.20631, 43.6219]","[60.00108, -18.55916, 13.76538]","[233, 155, 106]","[145, 145, 145]","[119, 153, 120]","[194, 165, 87]","[119, 153, 120]","[233, 155, 106]","[194, 165, 87]","[145, 145, 145]",,,,,
val,45,0,apple2.png,512x512,383,-57.6655306187,-6,4,2.5R 5/10,1,1,1,val/trial_000045/initial.png,val/trial_000045/candT.png,val/trial_000045/candF.png,"[60.0, 12.44629, 6.41059]","[60.0, 0.0, 0.0]","[51.00375, 46.11751, 11.82168]","[55.64042, 59.13259, 23.76045]","[60.00116, 12.4442, 6.41167]","[196, 85, 104]","[145, 145, 145]","[171, 137, 134]","[231, 80, 96]","[171, 137, 134]","[196, 85, 104]","[231, 80, 96]","[145, 145, 145]",,,,,
val,46,0,apple3.png,512x512,430,-2.22450964726,7,-2,2.5Y 7/6,1,1,1,val/trial_000046/initial.png,val/trial_000046/candT.png,val/trial_000046/candF.png,"[60.0, 18.93253, -4.57871]","[60.0, 0.0, 0.0]","[70.86085, 6.39554, 37.78771]","[72.38642, 30.55917, 37.3121]","[60.00114, 18.93058, -4.57753]","[206, 167, 104]","[145, 145, 145]","[174, 133, 153]","[247, 154, 111]","[174, 133, 153]","[206, 167, 104]","[247, 154, 111]","[145, 145, 145]",,,,,
val,47,0,apple2.png,512x512,395,43.7594548092,11,-6,10RP 7/10,1,1,1,val/trial_000047/initial.png,val/trial_000047/candT.png,val/trial_000047/candF.png,"[60.0, -7.71887, 2.49756]","[60.0, 0.0, 0.0]","[70.86085, 44.71974, 5.81812]","[68.89856, 34.51829, 5.54847]","[60.00107, -7.72011, 2.49849]","[251, 140, 165]","[145, 145, 145]","[132, 149, 140]","[230, 144, 159]","[132, 149, 140]","[251, 140, 165]","[230, 144, 159]","[145, 145, 145]",,,,,
val,48,0,apple1.png,512x512,443,17.5530452,-7,6,10R 3/4,1,1,1,val/trial_000048/initial.png,val/trial_000048/candT.png,val/trial_000048/candF.png,"[60.0, -15.60913, 9.50034]","[60.0, 0.0, 0.0]","[30.37867, 19.84851, 12.0144]","[28.78409, 9.07584, 14.16524]","[60.00107, -15.61031, 9.50115]","[105, 59, 54]","[145, 145, 145]","[122, 152, 127]","[88, 62, 46]","[122, 152, 127]","[105, 59, 54]","[88, 62, 46]","[145, 145, 145]",,,,,
val,49,0,apple1.png,512x512,441,56.8154095209,-3,7,10GY 5/10,1,1,1,val/trial_000049/initial.png,val/trial_000049/candT.png,val/trial_000049/candF.png,"[60.0, 2.83522, 17.39006]","[60.0, 0.0, 0.0]","[51.00375, -44.09559, 37.8287]","[50.25515, -42.67528, 42.72501]","[60.00116, 2.83316, 17.39095]","[51, 139, 52]","[145, 145, 145]","[161, 142, 114]","[58, 136, 39]","[161, 142, 114]","[51, 139, 52]","[58, 136, 39]","[145, 145, 145]",,,,,
val,50,0,apple3.png,512x512,405,-33.6853363069,-8,-5,2.5P 2/8,1,1,1,val/trial_000050/initial.png,val/trial_000050/candT.png,val/trial_000050/candF.png,"[60.0, -7.13514, -6.94794]","[60.0, 0.0, 0.0]","[20.23558, 28.51561, -30.10876]","[19.7945, 27.37548, -36.20026]","[60.00103, -7.13605, -6.94697]","[66, 33, 93]","[145, 145, 145]","[124, 149, 156]","[55, 34, 102]","[124, 149, 156]","[66, 33, 93]","[55, 34, 102]","[145, 145, 145]",,,,,
test,1,0,apple1.png,512x512,436,-11.0993665678,-5,3,5GY 9/4,2,1,2,test/trial_000001/initial.png,test/trial_000001/candT.png,test/trial_000001/candF.png,"[60.0, -18.60216, 16.64179]","[60.0, 0.0, 0.0]","[90.18132, -9.88639, 25.09261]","[90.74241, -33.63094, 43.63515]","[60.00108, -18.60344, 16.64251]","[227, 231, 179]","[145, 145, 145]","[122, 153, 115]","[192, 244, 142]","[122, 153, 115]","[227, 231, 179]","[192, 244, 142]","[145, 145, 145]",,,,,
test,2,0,apple1.png,512x512,418,-4.97444645586,5,11,2.5BG 7/8,1,1,1,test/trial_000002/initial.png,test/trial_000002/candT.png,test/trial_000002/candF.png,"[60.0, -6.62677, 18.59835]","[60.0, 0.0, 0.0]","[70.86085, -37.05375, -2.97944]","[70.92056, -47.88448, 18.64592]","[60.00113, -6.62853, 18.59914]","[69, 192, 178]","[145, 145, 145]","[146, 147, 112]","[69, 195, 138]","[146, 147, 112]","[69, 192, 178]","[69, 195, 138]","[145, 145, 145]",,,,,
test,3,0,apple1.png,512x512,448,-7.11011589673,4,2,5GY 5/8,1,1,1,test/trial_000003/initial.png,test/trial_000003/candT.png,test/trial_000003/candF.png,"[60.0, 18.40403, -9.92611]","[60.0, 0.0, 0.0]","[51.00375, -22.03695, 48.31836]","[49.72515, -7.9762, 45.80268]","[60.00111, 18.40229, -9.92493]","[108, 130, 29]","[145, 145, 145]","[169, 134, 162]","[127, 120, 34]","[169, 134, 162]","[108, 130, 29]","[127, 120, 34]","[145, 145, 145]",,,,,
test,4,0,apple1.png,512x512,443,-12.4375955163,9,-8,7.5BG 7/6,1,1,1,test/trial_000004/initial.png,test/trial_000004/candT.png,test/trial_000004/candF.png,"[60.0, 12.46263, 10.38418]","[60.0, 0.0, 0.0]","[70.86085, -23.6403, -11.40059]","[68.17779, -18.62344, -2.59209]","[60.00117, 12.46043, 10.38523]","[102, 186, 193]","[145, 145, 145]","[173, 136, 127]","[123, 176, 170]","[173, 136, 127]","[102, 186, 193]","[123, 176, 170]","[145, 145, 145]",,,,,
test,5,0,apple2.png,512x512,363,57.3581569249,1,-6,5G 5/6,2,1,2,test/trial_000005/initial.png,test/trial_000005/candT.png,test/trial_000005/candF.png,"[60.0, -11.12312, -4.86052]","[60.0, 0.0, 0.0]","[51.00375, -28.3806, 7.36419]","[52.54593, -32.70154, 5.87491]","[60.00103, -11.12396, -4.85959]","[65, 134, 108]","[145, 145, 145]","[117, 151, 153]","[51, 140, 114]","[117, 151, 153]","[65, 134, 108]","[51, 140, 114]","[145, 145, 145]",,,,,
test,6,0,apple3.png,512x512,397,19.7066517163,-4,-7,2.5GY 7/6,1,1,1,test/trial_000006/initial.png,test/trial_000006/candT.png,test/trial_000006/candF.png,"[60.0, 19.7474, -0.77284]","[60.0, 0.0, 0.0]","[70.86085, -11.74807, 37.95156]","[70.73806, 12.86501, 37.83203]","[60.00116, 19.74529, -0.77166]","[176, 178, 103]","[145, 145, 145]","[178, 132, 147]","[216, 163, 104]","[178, 132, 147]","[176, 178, 103]","[216, 163, 104]","[145, 145, 145]",,,,,
test,7,0,apple3.png,512x512,439,31.3871263391,6,9,10P 6/2,1,1,1,test/trial_000007/initial.png,test/trial_000007/candT.png,test/trial_000007/candF.png,"[60.0, 1.07784, -6.36699]","[60.0, 0.0, 0.0]","[61.0465, 10.38213, -7.02149]","[61.05607, 11.57493, -13.9722]","[60.00107, 1.0766, -6.36596]","[160, 142, 160]","[145, 145, 145]","[141, 144, 156]","[157, 142, 172]","[141, 144, 156]","[160, 142, 160]","[157, 142, 172]","[145, 145, 145]",,,,,
test,8,0,apple2.png,512x512,366,8.23296528809,7,5,5PB 7/2,1,1,1,test/trial_000008/initial.png,test/trial_000008/candT.png,test/trial_000008/candF.png,"[60.0, 6.98291, 16.03845]","[60.0, 0.0, 0.0]","[70.86085, 3.8919, -10.74733]","[70.61737, 10.05857, 9.12903]","[60.00117, 6.98074, 16.03939]","[171, 172, 193]","[145, 145, 145]","[167, 140, 117]","[198, 166, 157]","[167, 140, 117]","[171, 172, 193]","[198, 166, 157]","[145, 145, 145]",,,,,
test,9,0,apple3.png,512x512,377,-48.0007472365,-2,2,5R 5/4,2,1,2,test/trial_000009/initial.png,test/trial_000009/candT.png,test/trial_000009/candF.png,"[60.0, -12.72161, -9.83001]","[60.0, 0.0, 0.0]","[51.00375, 19.96353, 5.37145]","[48.77355, 3.43945, -6.35292]","[60.001, -12.72219, -9.82908]","[157, 109, 113]","[145, 145, 145]","[107, 152, 161]","[117, 114, 127]","[107, 152, 161]","[157, 109, 113]","[117, 114, 127]","[145, 145, 145]",,,,,
